time,id,site,x,y,territory,EX,auc_diff,class2_auc_diff,Abibal,Acespi,Aranud,Betpap,Corcan,Drycar,Linbor,Maican,Oxamon,Poptre,Prupen,Rubida,Sorame,Clibor,Epiang,Fraame,Lysbor,Ortsec,Osmcla,Picea,Ribgla,Sampub,Sympun,Betall,Coptri,Rubpub,Thuocc,Mitnud,Grass,Amecan,Carex,Lacbie,Lycopod,Gymdis,Acerub,Rumaca,Pilcae,Taroff,Polyvir,Pteaqu,Epigla,Solmac,Gauhis,Anamar,Geumac,Nabtri,Salix,Riblac,Solcan,Vibedu,Galtri,Athfil,Ciralp,Corsto,Corcor,Monuni,Strlan,Phecon,Loncan,Alnrug,Equarv,Impcap
T2,MA1106_EX,MA1106,358657.1437,5400697.076,Matane,EX,0,Exclosure,0.047142857,0.064761905,0.024047619,0.043333333,0.08452381,0.043095238,0,0,0.011428571,0,0.018095238,0.433809524,0.013333333,0,0.136190476,0,0,0,0,0,0.106666667,0.008095238,0.036666667,0,0.050714286,0.315952381,0.001190476,0,0.086904762,0,0.049761905,0.000238095,0,0,0,0,0.021428571,0,0,0,0.037142857,0,0,0.011666667,0,0,0.001904762,0.056666667,0.018809524,0.040238095,0,0.122380952,0.113095238,0,0,0,0,0,0,0.03285714,0.028571429,0.0147619
T3,MA1106_EX,MA1106,358657.1437,5400697.076,Matane,EX,0,Exclosure,0.036904762,0.063333333,0.027142857,0.052857143,0.108571429,0.021190476,0,0,0.005,0,0.050952381,0.449047619,0.027142857,0,0.209047619,0,0,0,0,0.003571429,0.134761905,0.010714286,0,0,0.002619048,0.259761905,0.004761905,0.056190476,0.128095238,0.023809524,0.045476191,0,0,0.007142857,0,0,0.016190476,0,0,0,0,0,0,0.007142857,0,0.000714286,0,0.046190476,0.022380952,0.046904762,0.001904762,0.184047619,0.040238095,0,0.01547619,0,0,0.023095238,0,0.04142857,0.013571429,0.025
T4,MA1106_EX,MA1106,358657.1437,5400697.076,Matane,EX,0,Exclosure,0.095597619,0.134590476,0.014133333,0.081295238,0.098390476,0.043128571,0,0,0.001794444,0,0.040473809,0.533811905,0.031330952,0,0.223995238,0,0.002307647,0,0,0.000160979,0.191571429,0.007892857,0.031909524,0,0.003883333,0.331642857,0.019785714,0.042483333,0.182166667,0.02445,0.052452381,0.005468135,0,0.009994444,0,0,0.023457143,0,0,0,0.011659751,0,0.001741865,0.005252381,0,0.000190947,0.029271429,0.06502619,0.012609524,0.068876191,0.000869544,0.225635714,0.045028571,0.007714683,0.001116667,0,0,0.022009524,0,0.156442857,0.037152381,0.03852619
T5,MA1106_EX,MA1106,358657.1437,5400697.076,Matane,EX,0,Exclosure,0.098809524,0.123095238,0.004285714,0.082857143,0.056190476,0.033571429,0,0,0.000238095,0,0.032857143,0.415238095,0.016904762,0,0.187380952,0,0.000714286,0,0,0,0.166904762,0.001666667,0.039285714,0,0,0.214047619,0.017619048,0.020476191,0.152380952,0.011904762,0.034761905,0.004047619,0,0.008333333,0,0,0.014047619,0,0,0,0.005714286,0,0.001428571,0.001190476,0,0,0.023809524,0.018333333,0.003095238,0.06047619,0.000238095,0.176666667,0.011904762,0.008333333,0,0,0,0.007619048,0,0.14809524,0.02952381,0.02
T6,MA1106_EX,MA1106,358657.1437,5400697.076,Matane,EX,0,Exclosure,0.119069048,0.135595238,0.004166667,0.089878571,0.060542857,0.040585714,0,0,0.001117857,0,0.041,0.376380952,0.020240476,0,0.19337381,0,4.40972E-05,0,0,8.25397E-05,0.186811905,0.002945238,0.051778572,0,0.000385714,0.209409524,0.027081845,0.027838095,0.188833333,0.016121429,0.048366667,0.006322381,0,0.012666667,0,0,0.020590476,0,0,0,0.007058016,0,0.003268423,0.001514286,0,0.000155714,0.033238095,0.018819048,0.002197619,0.065959523,0.000478571,0.171630952,0.008892857,0.012490873,0.000380952,0,0,0.006661905,0,0.182228571,0.037019048,0.027502381
T2,MA1106_TE,MA1106,358708.9022,5400728.488,Matane,TE,4853.94082,Moderate,0.029047619,0,0.025,0.035238095,0.201666667,0.001190476,0,0.063571429,0.03952381,0,0.044047619,0.359285714,0.027619048,0.006190476,0.023571429,0,0.005,0,0,0.013333333,0.003571429,0.022380952,0,0,0.02,0,0,0,0,0.011904762,0,0,0.001190476,0,0,0,0,0,0,0,0,0.012142857,0,0,0,0,0,0.003095238,0,0,0,0,0,0,0,0,0,0,0,0,0.002619048,0
T3,MA1106_TE,MA1106,358708.9022,5400728.488,Matane,TE,4853.94082,Moderate,0.055238095,0,0.01547619,0.040476191,0.473095238,0.013571429,0,0.213571429,0.052619048,0,0.047619048,0.582857143,0.039047619,0.009285714,0.012619048,0,0.006904762,0,0,0.007142857,0.018333333,0.022142857,0,0,0.055476191,0.006904762,0.004761905,0,0,0,0.001190476,0,0,0,0,0,0,0,0,0,0,0.002619048,0,0,0,0,0.011904762,0.002142857,0,0,0,0.001904762,0,0,0,0,0,0.001190476,0,0,0,0
T4,MA1106_TE,MA1106,358708.9022,5400728.488,Matane,TE,4853.94082,Moderate,0.13292619,0,0.029783333,0.072097619,0.453304762,0.021371429,0,0.120459524,0.019947619,0,0.060659524,0.634914286,0.02537381,0.007388095,0.024840476,0,0.000264286,0,0,0.004807143,0.028195238,0.029557143,0,0,0.103464286,0.00015,0.010040476,0,0.001794325,0.01094881,2.97619E-06,0,0,0,0,0,0,0,0,0,0,0.022164286,0,0,0,0,0.000695238,0.000347619,0,0,0,0.004089688,0,0,0,0,0,2.97619E-06,0,0,0,0
T5,MA1106_TE,MA1106,358708.9022,5400728.488,Matane,TE,4853.94082,Moderate,0.130952381,0,0.013095238,0.065,0.392380952,0.01452381,0,0.077380952,0.001904762,0,0.026428571,0.594761905,0.007142857,0.00452381,0.010238095,0,0,0,0,0.000714286,0.027619048,0.008095238,0,0,0.097380952,0,0.005,0,0.002380952,0.010714286,0,0,0,0,0,0,0,0,0,0,0,0.016428571,0,0,0,0,0,0,0,0,0,0.000714286,0,0,0,0,0,0,0,0,0,0
T6,MA1106_TE,MA1106,358708.9022,5400728.488,Matane,TE,4853.94082,Moderate,0.1559,0,0.017961905,0.076445238,0.42387381,0.022169048,0,0.078502381,0.004969048,0,0.030497619,0.599330952,0.006647619,0.007502381,0.015064286,0,0.000507143,0,0,0.001002381,0.036911905,0.006080952,0,0,0.127247619,0.000645238,0.006497619,0,0.004602738,0.020661111,3.3352E-06,0,4.76376E-06,0,0,0,0,0,0,0,0,0.025640476,0,0,0,0,0.000309524,0.000177381,0,0,0,0.000116667,0,0,0,0,0,3.3352E-06,0,0,9.52381E-06,0
